client_id,ndc,lottery_winner,book_date,cottage,arrival,departure,days,weeks,extra_days,persons,total_days_person,season,nights_w,dayprice_w,weekprice_w,nights_d,dayprice_d,painting_week,discount,discount_euro,early_booking_discount,cottage_total,extra_bed,cleaning,phone,internet,other_charges,final_total,date_deposit_25_perct,deposit_25_perct,date_rest,rest_75_perct,arrival_week_day,departure_week_day
141,0.0,0.0,2012-09-03,Casa Marcanta,2012-10-15,2012-10-22,7.0,0.0,0.0,2.0,14.0,mid,7.0,85.28571428571429,597.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,0.0,60.0,0.0,0.0,0.0,657.0,2012-09-03,165.25,2012-09-17,491.75,0.0,0.0
143,0.0,0.0,2012-10-04,Casa Marcanta,2012-10-04,2012-10-11,7.0,0.0,0.0,1.0,7.0,mid,7.0,0.0,0.0,0.0,0.0,485.0,0.0,0.0,0.0,485.0,0.0,0.0,0.0,0.0,0.0,485.0,2000-01-01,0.0,2012-10-04,485.0,3.0,3.0
1,0.0,0.0,2012-10-17,Casa Boa,2012-12-22,2013-01-04,13.0,0.0,0.0,2.0,26.0,high/low,7.0,108.85714285714286,762.0,7.0,84.85714285714286,0.0,0.0,266.00000000000006,0.0,1090.0,0.0,60.0,0.0,0.0,0.0,1150.0,2012-10-17,347.5,2012-11-21,802.5,5.0,4.0
145,0.0,0.0,2012-10-24,Casa Boa,2012-10-24,2012-11-02,9.0,0.0,0.0,2.0,18.0,mid/low,7.0,95.0,665.0,2.0,76.0,0.0,0.0,159.0,0.0,658.0,0.0,60.0,0.0,27.0,0.0,658.0,2000-01-01,0.0,2012-10-24,658.0,2.0,4.0
146,0.0,0.0,2012-10-03,Casa Marcanta,2012-10-31,2012-11-07,7.0,0.0,0.0,3.0,21.0,mid,7.0,85.28571428571429,597.0,0.0,0.0,0.0,0.0,0.0,59.7,537.3,0.0,60.0,0.0,21.0,0.0,597.3,2000-01-01,0.0,2012-10-03,597.3,2.0,2.0
149,0.0,0.0,2012-11-05,Casa Marcanta,2013-02-13,2013-03-06,21.0,0.0,0.0,3.0,63.0,low,21.0,73.85714285714286,517.0,0.0,0.0,0.0,0.0,0.0,75.0,1476.0,0.0,60.0,0.0,0.0,0.0,1536.0,2012-11-05,384.0,2012-12-17,1152.0,2.0,2.0
142,0.0,0.0,2012-09-21,Casa Boa,2013-05-06,2013-05-10,4.0,0.0,0.0,4.0,16.0,mid,0.0,0.0,0.0,4.0,95.0,0.0,0.0,116.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,264.0,2012-09-21,66.0,2013-04-08,198.0,0.0,4.0
214,0.0,0.0,2012-10-29,Casa Marcanta,2013-07-25,2013-08-08,14.0,0.0,0.0,4.0,56.0,high,14.0,111.57142857142857,781.0,0.0,0.0,0.0,0.0,38.0,0.0,1524.0,0.0,60.0,0.0,0.0,0.0,1584.0,2012-10-29,396.0,2013-06-27,1188.0,3.0,3.0
150,0.0,0.0,2013-01-11,Casa Marcanta,2013-01-11,2013-01-18,7.0,0.0,0.0,2.0,14.0,low,7.0,75.0,525.0,0.0,0.0,0.0,0.0,147.0,0.0,378.0,0.0,0.0,0.0,0.0,0.0,378.0,2000-01-01,0.0,2000-01-01,378.0,4.0,4.0
107,0.0,0.0,2012-11-09,Casa Marcanta,2013-04-18,2013-04-25,7.0,0.0,0.0,2.0,14.0,Unknown,7.0,0.0,0.0,0.0,0.0,1360.0,0.0,0.0,60.0,1300.0,0.0,0.0,0.0,0.0,0.0,1300.0,2012-11-09,325.0,2013-03-21,975.0,3.0,3.0
151,0.0,0.0,2013-06-28,Casa Marcanta,2013-05-24,2013-06-07,14.0,0.0,0.0,4.0,56.0,high,14.0,112.42857142857143,787.0,0.0,0.0,0.0,0.0,456.80000000000007,0.0,1117.1999999999998,0.0,0.0,0.0,0.0,0.0,1117.1999999999998,2000-01-01,0.0,2013-06-28,1117.1999999999998,4.0,4.0
16,0.0,0.0,2012-12-04,Casa Basta,2013-10-10,2013-10-17,7.0,0.0,0.0,5.0,35.0,mid,7.0,119.57142857142857,837.0,0.0,0.0,0.0,0.0,159.55,0.0,677.45,0.0,60.0,0.0,0.0,0.0,737.45,2012-12-04,184.3625,2013-09-12,553.0875000000001,3.0,3.0
84,0.0,0.0,2012-12-27,Casa Basta,2013-04-27,2013-05-04,7.0,0.0,0.0,6.0,42.0,mid,7.0,119.57142857142857,837.0,0.0,0.0,0.0,0.0,159.55,0.0,677.45,0.0,60.0,0.0,0.0,0.0,737.45,2012-12-27,184.3625,2013-03-30,553.0875000000001,5.0,5.0
84,0.0,0.0,2012-12-27,Casa Marcanta,2013-04-27,2013-05-04,7.0,0.0,0.0,7.0,49.0,mid,7.0,89.57142857142857,627.0,0.0,0.0,0.0,0.0,119.55,0.0,507.45,0.0,60.0,0.0,0.0,0.0,567.45,2012-12-27,141.8625,2013-03-30,425.58750000000003,5.0,5.0
141,0.0,0.0,2012-12-21,Casa Marcanta,2013-09-22,2013-09-29,7.0,0.0,0.0,2.0,14.0,mid,7.0,89.57142857142857,627.0,0.0,0.0,0.0,0.0,0.0,30.0,597.0,0.0,60.0,0.0,0.0,0.0,657.0,2012-12-21,164.25,2013-08-25,492.75,6.0,6.0
152,0.0,0.0,2012-12-31,Casa Marcanta,2013-07-08,2013-07-22,14.0,0.0,0.0,4.0,56.0,high,14.0,111.57142857142857,781.0,0.0,0.0,0.0,0.0,0.0,38.0,1524.0,0.0,60.0,0.0,0.0,0.0,1584.0,2012-12-31,396.0,2013-06-10,1188.0,0.0,0.0
153,0.0,0.0,2012-09-21,Casa Boa,2013-05-06,2013-05-10,4.0,0.0,4.0,2.0,8.0,mid,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,12.0,0.0,264.0,2012-09-21,66.0,2013-04-05,198.0,0.0,4.0
214,0.0,0.0,2012-10-29,Casa Marcanta,2013-07-25,2013-08-08,14.0,2.0,0.0,4.0,56.0,high,0.0,0.0,781.0,0.0,0.0,0.0,0.0,38.0,0.0,1524.0,0.0,60.0,7.949999999999999,42.0,0.0,1584.0,2012-10-29,396.0,2013-06-27,1188.0,3.0,3.0
149,0.0,0.0,2012-11-05,Casa Marcanta,2013-02-13,2013-03-06,21.0,3.0,0.0,3.0,63.0,low,0.0,0.0,517.0,0.0,0.0,0.0,0.0,75.0,0.0,1476.0,0.0,60.0,0.0,63.0,0.0,1536.0,2012-11-05,384.0,2012-12-17,1152.0,2.0,2.0
154,0.0,0.0,2013-01-11,Casa Marcanta,2013-01-11,2013-01-18,7.0,0.0,7.0,2.0,14.0,low,0.0,0.0,0.0,0.0,63.0,0.0,0.0,63.0,0.0,378.0,0.0,60.0,0.0,21.0,0.0,378.0,2000-01-01,0.0,2013-01-11,378.0,4.0,4.0
155,0.0,0.0,2012-11-09,Casa Marcanta,2013-04-18,2013-04-25,7.0,0.0,0.0,2.0,14.0,Unknown,0.0,0.0,0.0,0.0,0.0,1360.0,0.0,60.0,0.0,1300.0,0.0,0.0,0.0,21.0,0.0,1300.0,2012-11-09,325.0,2013-03-15,975.0,3.0,3.0
156,0.0,0.0,2013-05-24,Casa Marcanta,2013-05-24,2013-06-07,14.0,0.0,14.0,4.0,56.0,mid,0.0,0.0,0.0,0.0,79.8,0.0,0.0,0.0,0.0,1117.2,0.0,60.0,35.1,18.0,0.0,1117.2,2000-01-01,0.0,2013-05-24,1117.2,4.0,4.0
157,0.0,0.0,2012-12-04,Casa Basta,2013-10-10,2013-10-17,7.0,1.0,0.0,5.0,35.0,mid,0.0,0.0,837.0,0.0,0.0,0.0,0.0,159.55,0.0,677.45,0.0,60.0,0.0,21.0,0.0,737.45,2012-12-04,184.3625,2013-08-28,553.0875000000001,3.0,3.0
158,0.0,0.0,2012-12-27,"Casa Boa, Marcanta and Valorosa",2013-04-26,2013-05-04,8.0,1.0,1.0,13.0,104.0,mid,0.0,0.0,627.0,0.0,100.0,0.0,105.0,342.9,0.0,1733.1,0.0,180.0,0.0,21.0,0.0,1913.1,2012-12-27,326.23,2013-04-02,1586.87,4.0,5.0
159,0.0,0.0,2012-12-21,Casa Marcanta,2013-09-22,2013-09-29,7.0,1.0,0.0,2.0,14.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,30.0,0.0,597.0,0.0,60.0,0.0,21.0,0.0,657.0,2012-12-21,164.25,2013-08-02,492.75,6.0,6.0
152,0.0,0.0,2012-12-31,Casa Marcanta,2013-07-08,2013-07-22,14.0,2.0,0.0,4.0,56.0,high,0.0,0.0,781.0,0.0,0.0,0.0,0.0,38.0,0.0,1524.0,0.0,60.0,3.9,42.0,0.0,1584.0,2012-12-31,396.0,2013-06-17,1188.0,0.0,0.0
161,0.0,0.0,2013-01-02,Casa Boa,2013-10-03,2013-10-10,7.0,1.0,0.0,2.0,14.0,mid,0.0,0.0,627.0,0.0,0.0,290.0,0.0,35.0,0.0,592.0,0.0,60.0,0.0,21.0,0.0,942.0,2013-01-02,235.5,2013-09-04,706.5,3.0,3.0
67,0.0,0.0,2013-01-02,Casa Boa,2013-03-26,2013-04-09,14.0,2.0,0.0,2.0,28.0,mid,0.0,0.0,627.0,0.0,100.0,0.0,0.0,60.0,0.0,1194.0,0.0,60.0,0.0,45.0,0.0,1254.0,2013-01-02,313.5,2013-02-26,940.5,1.0,1.0
160,0.0,1.0,2013-04-01,Casa Basta,2013-04-29,2013-05-06,7.0,1.0,0.0,0.0,0.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,2000-01-01,0.0,2013-04-01,0.0,0.0,0.0
160,0.0,0.0,2013-01-07,Casa Boa and Casa Valorosa,2013-04-29,2013-05-06,7.0,1.0,0.0,2.0,14.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,313.5,0.0,313.5,0.0,60.0,0.0,0.0,0.0,373.5,2013-01-07,373.5,2013-04-01,0.0,0.0,0.0
115,0.0,0.0,2013-01-22,Casa Marcanta,2013-08-14,2013-08-22,8.0,1.0,1.0,5.0,40.0,high,0.0,0.0,781.0,0.0,126.0,0.0,0.0,0.0,0.0,907.0,0.0,60.0,0.0,24.0,25.0,992.0,2013-01-22,248.0,2013-07-15,744.0,2.0,3.0
164,0.0,0.0,2013-01-14,Casa Marcanta,2013-05-27,2013-06-03,7.0,1.0,0.0,2.0,14.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,0.0,60.0,0.0,0.0,0.0,687.0,2013-01-14,171.75,2013-04-24,515.25,0.0,0.0
165,0.0,0.0,2013-04-11,Casa Boa,2013-04-11,2013-04-18,7.0,1.0,0.0,3.0,21.0,mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-01-01,0.0,2000-01-01,0.0,3.0,3.0
1,0.0,0.0,2012-04-29,Casa Boa,2013-06-28,2013-07-20,22.0,3.0,1.0,2.0,44.0,high,0.0,0.0,781.0,0.0,126.0,0.0,0.1,247.0,0.0,2222.0,0.0,60.0,0.0,66.0,0.0,2282.0,2012-04-29,542.18,2013-05-24,1739.8200000000002,4.0,5.0
167,0.0,0.0,2013-01-23,Casa Valorosa,2013-07-27,2013-08-06,10.0,1.0,3.0,5.0,50.0,high,0.0,0.0,781.0,0.0,126.0,0.0,0.1,115.9,0.0,1043.1,0.0,60.0,3.6,0.0,25.0,1043.1,2013-01-23,260.775,2013-07-02,782.32,5.0,1.0
168,0.0,0.0,2013-01-18,Casa Marcanta,2013-01-18,2013-01-21,3.0,0.0,3.0,3.0,9.0,low,0.0,0.0,0.0,0.0,79.0,0.0,0.1,23.7,0.0,213.3,0.0,60.0,0.0,0.0,0.0,273.3,2000-01-01,0.0,2013-01-21,273.3,4.0,0.0
166,0.0,0.0,2013-02-06,Casa Boa,2013-07-20,2013-08-10,21.0,0.0,21.0,5.0,105.0,high,0.0,0.0,0.0,0.0,90.2,0.0,0.0,0.0,0.0,1894.2,0.0,60.0,0.0,60.0,239.5,1894.2,2013-02-06,473.55,2013-06-21,1420.65,5.0,5.0
169,0.0,0.0,2013-01-30,Casa Marcanta,2013-09-17,2013-09-19,2.0,0.0,2.0,2.0,4.0,mid,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,132.0,0.0,60.0,0.0,0.0,0.0,132.0,2013-01-30,33.0,2013-07-17,99.0,1.0,3.0
170,0.0,0.0,2013-02-09,Casa Valorosa,2013-07-19,2013-07-27,8.0,1.0,1.0,5.0,40.0,high,0.0,0.0,781.0,0.0,126.0,0.0,0.0,0.0,0.0,907.0,0.0,60.0,0.0,0.0,0.0,967.0,2013-02-09,241.75,2013-06-20,725.25,4.0,5.0
171,0.0,0.0,2012-02-14,Casa Basta,2013-07-27,2013-08-03,7.0,1.0,0.0,4.0,28.0,high,0.0,0.0,1042.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.0,0.0,60.0,0.0,0.0,0.0,1102.0,2012-02-14,275.5,2013-06-25,826.5,5.0,5.0
172,0.0,0.0,2013-02-14,Casa Boa,2013-10-10,2013-10-17,7.0,1.0,0.0,2.0,14.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,0.0,60.0,0.0,21.0,0.0,687.0,2013-02-14,171.75,2013-09-18,515.12,3.0,3.0
173,0.0,0.0,2013-05-22,Casa Boa,2013-05-22,2013-06-03,12.0,0.0,12.0,2.0,24.0,mid,0.0,0.0,0.0,0.0,79.8,0.0,0.0,0.0,0.0,957.5999999999999,0.0,60.0,0.0,33.0,0.0,957.5999999999999,2000-01-01,0.0,2013-05-22,957.5999999999999,2.0,0.0
174,0.0,0.0,2013-02-19,Casa Boa,2013-02-22,2013-03-01,7.0,1.0,0.0,2.0,14.0,low,0.0,0.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,0.0,60.0,0.0,18.0,0.0,577.0,2000-01-01,0.0,2013-02-19,577.0,4.0,4.0
175,0.0,0.0,2013-02-27,Casa Marcanta,2013-03-25,2013-04-05,11.0,1.0,4.0,2.0,22.0,mid,0.0,0.0,627.0,0.0,100.0,0.0,0.0,0.0,0.0,1027.0,0.0,60.0,0.0,0.0,0.0,1087.0,2000-01-01,0.0,2013-02-27,1087.0,0.0,4.0
176,0.0,0.0,2013-07-05,Casa Valorosa,2013-07-05,2013-07-19,14.0,0.0,14.0,5.0,70.0,high,0.0,0.0,0.0,0.0,100.9,0.0,0.0,0.0,0.0,1412.6000000000001,0.0,60.0,0.0,42.0,0.0,1412.6000000000001,2000-01-01,0.0,2013-07-05,1412.6000000000001,4.0,4.0
177,0.0,0.0,2013-05-08,Casa Valorosa,2013-05-08,2013-05-22,14.0,0.0,14.0,2.0,28.0,mid,0.0,0.0,0.0,0.0,79.8,0.0,0.0,0.0,0.0,1117.2,0.0,60.0,0.0,0.0,0.0,1117.2,2000-01-01,0.0,2013-05-10,1117.2,2.0,2.0
178,0.0,0.0,2013-03-12,Casa Marcanta,2013-05-04,2013-05-09,5.0,0.0,5.0,4.0,20.0,mid,0.0,0.0,0.0,0.0,100.0,0.0,0.1,50.0,0.0,450.0,0.0,60.0,0.0,0.0,0.0,510.0,2013-03-12,127.5,2013-04-15,382.5,5.0,3.0
179,0.0,0.0,2013-04-17,Casa Marcanta,2013-05-09,2013-05-19,10.0,1.0,3.0,4.0,40.0,mid,0.0,0.0,627.0,0.0,100.0,0.0,0.0,387.0,0.0,540.0,0.0,60.0,0.0,27.0,0.0,600.0,2000-01-01,0.0,2013-04-17,600.0,3.0,6.0
180,0.0,0.0,2013-04-04,Casa Boa,2013-04-18,2013-04-25,7.0,0.0,0.0,1.0,7.0,mid,0.0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,680.0,2000-01-01,0.0,2013-04-04,680.0,3.0,3.0
181,0.0,0.0,2013-04-12,Casa Boa,2013-08-10,2013-08-17,7.0,1.0,0.0,4.0,28.0,high,0.0,0.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,781.0,0.0,60.0,0.0,21.0,0.0,841.0,2013-04-12,250.0,2013-07-03,591.0,5.0,5.0
162,0.0,0.0,2013-04-09,Casa Boa,2013-04-09,2013-04-10,1.0,0.0,1.0,0.0,0.0,mid,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,95.0,2000-01-01,0.0,2013-04-10,95.0,1.0,2.0
182,0.0,0.0,2013-04-23,Casa Marcanta,2013-06-12,2013-06-23,11.0,1.0,4.0,4.0,44.0,mid,0.0,0.0,627.0,0.0,100.0,0.0,0.0,0.0,0.0,1027.0,0.0,60.0,0.0,0.0,0.0,1087.0,2013-04-23,271.75,2013-05-15,815.25,2.0,6.0
183,0.0,0.0,2013-04-26,Casa Valorosa,2013-06-17,2013-06-26,9.0,1.0,2.0,3.0,27.0,high/mid,0.0,0.0,627.0,0.0,126.0,0.0,0.0,0.0,0.0,879.0,0.0,60.0,0.0,27.0,0.0,939.0,2013-04-26,234.75,2013-05-16,704.25,0.0,2.0
184,0.0,0.0,2013-05-02,Casa Valorosa,2013-08-07,2013-08-21,14.0,2.0,0.0,3.0,42.0,high,0.0,0.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,1562.0,0.0,60.0,0.0,0.0,0.0,1622.0,2013-05-02,405.5,2013-07-01,1216.5,2.0,2.0
185,0.0,0.0,2013-05-03,Casa Marcanta,2013-10-10,2013-10-17,7.0,1.0,0.0,2.0,14.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,0.0,60.0,0.0,0.0,0.0,687.0,2013-05-03,171.75,2013-09-03,515.25,3.0,3.0
186,0.0,0.0,2013-05-06,Casa Basta,2013-07-20,2013-07-27,7.0,1.0,0.0,6.0,42.0,high,0.0,0.0,1042.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.0,0.0,60.0,0.0,21.0,0.0,1102.0,2013-05-06,275.5,2013-06-25,826.5,5.0,5.0
187,0.0,0.0,2013-05-10,Casa Basta,2013-08-09,2013-08-27,18.0,2.0,4.0,5.0,90.0,high,0.0,0.0,1042.0,0.0,164.0,0.0,0.0,150.0,0.0,2590.0,0.0,60.0,0.0,0.0,0.0,2650.0,2013-05-10,662.5,2013-07-12,1987.5,4.0,1.0
188,0.0,0.0,2013-05-07,Casa Basta,2013-05-10,2013-05-13,3.0,0.0,3.0,8.0,24.0,mid,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,381.0,0.0,60.0,0.0,0.0,0.0,441.0,2000-01-01,0.0,2013-05-07,441.0,4.0,0.0
189,0.0,0.0,2013-05-06,Casa Marcanta,2013-05-19,2013-05-26,7.0,1.0,0.0,2.0,14.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,0.0,60.0,5.25,9.0,0.0,687.0,2000-01-01,0.0,2013-05-06,687.0,6.0,6.0
190,0.0,0.0,2013-05-20,Casa Basta,2013-05-24,2013-06-02,9.0,1.0,2.0,2.0,18.0,mid,0.0,0.0,837.0,0.0,127.0,0.0,0.0,470.75,0.0,620.25,0.0,60.0,0.0,27.0,0.0,680.25,2000-01-01,0.0,2013-05-20,680.25,4.0,6.0
191,0.0,0.0,2013-05-27,Casa Basta and Casa Marcanta,2013-08-03,2013-08-14,11.0,1.0,4.0,4.0,44.0,high,0.0,0.0,0.0,0.0,0.0,0.0,0.15,236.4,0.0,1339.6,0.0,60.0,0.0,33.0,0.0,1399.6,2013-05-27,349.9,2013-07-11,1049.6999999999998,5.0,2.0
192,0.0,0.0,2013-09-06,Casa Boa,2013-09-06,2013-09-27,21.0,0.0,21.0,2.0,42.0,high/mid,0.0,0.0,100.9,0.0,79.8,0.0,0.0,0.0,0.0,1696.9,0.0,60.0,66.89999999999999,3.0,0.0,1696.9,2000-01-01,0.0,2013-09-06,1696.9,4.0,4.0
162,0.0,0.0,2013-06-07,Casa Boa,2013-11-07,2013-11-28,21.0,3.0,0.0,2.0,42.0,low,0.0,0.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,1551.0,0.0,60.0,0.0,64.0,0.0,1611.0,2013-06-07,402.75,2013-10-08,1208.25,3.0,3.0
193,0.0,0.0,2013-06-06,Casa Basta,2013-06-22,2013-06-29,7.0,1.0,0.0,5.0,35.0,high,0.0,0.0,1042.0,0.0,0.0,0.0,0.25,260.5,0.0,781.5,0.0,60.0,0.0,21.0,0.0,841.5,2000-01-01,0.0,2013-06-06,841.5,5.0,5.0
194,0.0,0.0,2013-06-25,Casa Basta,2013-07-10,2013-07-20,10.0,1.0,3.0,5.0,50.0,high,0.0,0.0,1042.0,0.0,164.0,0.0,0.0,0.0,0.0,1534.0,0.0,60.0,0.0,0.0,0.0,1594.0,2000-01-01,0.0,2013-06-25,1594.0,2.0,5.0
195,0.0,0.0,2013-09-02,Casa Marcanta,2013-09-02,2013-09-16,14.0,0.0,14.0,3.0,42.0,high/mid,0.0,0.0,0.0,0.0,100.9,0.0,79.8,0.0,0.0,1243.8000000000002,0.0,60.0,0.0,0.0,0.0,1243.8000000000002,2000-01-01,0.0,2013-09-02,1243.8000000000002,0.0,0.0
196,0.0,0.0,2013-08-19,Casa Boa,2013-08-19,2013-08-26,7.0,0.0,7.0,4.0,28.0,high,0.0,0.0,0.0,0.0,100.9,0.0,0.0,100.9,0.0,605.4000000000001,0.0,60.0,0.0,21.0,0.0,605.4000000000001,2000-01-01,0.0,2013-08-19,605.4000000000001,0.0,0.0
197,0.0,0.0,2013-08-26,Casa Boa,2013-08-26,2013-09-02,7.0,0.0,7.0,3.0,21.0,high,0.0,0.0,0.0,0.0,100.9,0.0,0.0,100.9,0.0,605.4000000000001,0.0,60.0,0.0,21.0,0.0,605.4000000000001,2000-01-01,0.0,2013-08-26,605.4000000000001,0.0,0.0
198,0.0,0.0,2013-08-28,Casa Valorosa,2013-08-28,2013-09-04,7.0,0.0,7.0,2.0,14.0,high,0.0,0.0,0.0,0.0,100.9,0.0,0.0,100.9,0.0,605.4000000000001,0.0,60.0,0.0,0.0,0.0,605.4000000000001,2000-01-01,0.0,2013-08-28,605.4000000000001,2.0,2.0
199,0.0,0.0,2013-08-15,Casa Valorosa,2013-09-16,2013-09-23,7.0,0.0,0.0,2.0,14.0,mid,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,167.58,0.0,0.0,0.0,0.0,0.0,167.58,2000-01-01,0.0,2013-08-15,167.58,0.0,0.0
200,0.0,0.0,2013-08-29,Casa Marcanta,2013-10-03,2013-10-10,7.0,1.0,0.0,1.0,7.0,mid,0.0,0.0,313.5,0.0,0.0,366.5,0.0,78.38,0.0,235.12,0.0,0.0,0.0,21.0,0.0,601.62,2000-01-01,0.0,2013-08-29,601.62,3.0,3.0
180,0.0,0.0,2013-08-16,Casa Marcanta,2013-10-03,2013-10-10,7.0,1.0,0.0,1.0,7.0,mid,0.0,0.0,313.5,0.0,0.0,366.5,0.0,34.0,0.0,279.5,0.0,0.0,0.0,0.0,0.0,646.0,2013-08-16,161.5,2013-08-30,484.5,3.0,3.0
201,0.0,0.0,2013-09-16,Casa Valorosa,2013-09-16,2013-09-23,7.0,0.0,7.0,2.0,14.0,mid,0.0,0.0,0.0,0.0,79.8,0.0,0.0,79.8,0.0,478.8,0.0,60.0,0.0,0.0,0.0,478.8,2000-01-01,0.0,2013-09-16,478.8,0.0,0.0
202,0.0,0.0,2013-12-04,Casa Marcanta,2013-12-04,2013-12-11,7.0,0.0,7.0,3.0,21.0,low,0.0,0.0,0.0,0.0,63.0,0.0,0.0,63.0,0.0,378.0,0.0,60.0,0.0,0.0,0.0,378.0,2000-01-01,0.0,2013-12-04,378.0,2.0,2.0
203,0.0,0.0,2013-10-01,Casa Marcanta,2013-11-17,2013-11-20,3.0,0.0,3.0,2.0,6.0,low,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,237.0,0.0,60.0,0.0,12.0,0.0,297.0,2013-10-01,74.25,2013-10-21,222.75,6.0,2.0
204,0.0,0.0,2013-10-11,Casa Basta,2013-11-17,2013-11-24,7.0,1.0,0.0,2.0,14.0,low,0.0,0.0,517.0,0.0,0.0,0.0,0.0,129.25,0.0,387.75,0.0,60.0,0.0,28.0,0.0,447.75,2000-01-01,0.0,2013-10-11,447.75,6.0,6.0
1,0.0,0.0,2013-11-25,Casa Boa,2013-12-21,2014-01-04,14.0,2.0,0.0,2.0,28.0,high/low,0.0,0.0,781.0,0.0,705.5714285714286,0.0,0.1,148.66,0.0,1337.9114285714284,0.0,60.0,0.0,0.0,0.0,1397.9114285714284,2000-01-01,0.0,2013-11-25,1397.9114285714284,5.0,5.0
205,0.0,0.0,2013-11-06,Casa Boa,2014-04-26,2014-05-03,7.0,1.0,0.0,2.0,14.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,0.0,60.0,0.0,0.0,0.0,687.0,2013-11-06,171.75,2014-03-29,515.25,5.0,5.0
206,0.0,0.0,2013-11-27,Casa Marcanta,2013-12-23,2013-12-30,7.0,1.0,0.0,4.0,28.0,high,0.0,0.0,781.0,0.0,0.0,0.0,0.25,195.25,0.0,585.75,0.0,60.0,0.0,0.0,0.0,645.75,2000-01-01,0.0,2013-11-27,645.75,0.0,0.0
207,0.0,0.0,2013-11-27,Casa Basta,2014-05-19,2014-05-27,8.0,1.0,1.0,3.0,24.0,mid,0.0,0.0,837.0,0.0,127.0,0.0,0.25,241.0,0.0,723.0,0.0,60.0,0.0,0.0,0.0,783.0,2013-11-27,195.75,2014-04-21,587.25,0.0,1.0
161,0.0,0.0,2013-11-25,Casa Boa and Casa Marcanta,2014-05-22,2014-05-29,14.0,2.0,0.0,2.0,28.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,1254.0,0.0,120.0,0.0,0.0,0.0,1374.0,2013-11-25,343.5,2014-04-24,1030.5,3.0,3.0
208,0.0,0.0,2013-11-21,Casa Boa,2014-03-14,2014-03-21,7.0,1.0,0.0,3.0,21.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,0.0,60.0,0.0,0.0,0.0,687.0,2013-11-21,171.75,2014-02-14,515.25,4.0,4.0
209,0.0,0.0,2013-11-26,Casa Boa,2013-11-28,2013-12-05,7.0,1.0,0.0,2.0,14.0,low,0.0,0.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,0.0,60.0,0.0,28.0,0.0,577.0,2000-01-01,0.0,2013-11-26,577.0,3.0,3.0
162,0.0,0.0,2013-12-16,Casa Boa,2014-03-21,2014-04-11,21.0,3.0,0.0,2.0,42.0,mid,0.0,0.0,643.0,0.0,0.0,0.0,94.05000000000001,48.0,0.0,1786.95,0.0,60.0,0.0,0.0,0.0,1846.95,2013-12-16,461.7375,2014-02-21,1385.2125,4.0,4.0
206,0.0,0.0,2013-12-12,Casa Basta,2013-12-23,2013-12-30,7.0,1.0,0.0,0.0,0.0,high,0.0,0.0,1042.0,0.0,0.0,0.0,0.25,260.5,0.0,781.5,0.0,60.0,0.0,0.0,0.0,195.75,2000-01-01,0.0,2013-12-12,195.75,0.0,0.0
210,0.0,0.0,2013-12-11,Unknown,2014-04-17,2014-04-24,7.0,1.0,0.0,4.0,28.0,mid,0.0,0.0,2140.0,0.0,0.0,0.0,100.0,204.0,0.0,1836.0,0.0,0.0,0.0,0.0,0.0,1836.0,2013-12-11,459.0,2014-03-20,1377.0,3.0,3.0
