client_id,ndc,lottery_winner,book_date,cottage,arrival,departure,days,weeks,extra_days,persons,total_days_person,season,nights_w,dayprice_w,weekprice_w,nights_d,dayprice_d,painting_week,discount,discount_euro,early_booking_discount,cottage_total,extra_bed,cleaning,phone,internet,other_charges,final_total,net,IVA 6%,IVA 23%,date_deposit_25_perct,deposit_25_perct,date_rest,rest_75_perct,arrival_week_day,departure_week_day
159,0.0,0.0,2012-12-21,Casa Marcanta,2013-09-22,2013-09-29,7.0,1.0,0.0,2.0,14.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,30.0,0.0,597.0,,60.0,,21.0,,657.0,619.811320754717,37.18867924528302,,2012-12-21,164.25,2013-08-02,492.75,6.0,6.0
152,0.0,0.0,2012-12-31,Casa Marcanta,2013-07-08,2013-07-22,14.0,2.0,0.0,4.0,56.0,high,0.0,0.0,781.0,0.0,0.0,0.0,0.0,38.0,0.0,1524.0,,60.0,3.9,42.0,,1584.0,1494.3396226415095,89.66037735849056,,2012-12-31,396.0,2013-06-17,1188.0,0.0,0.0
161,0.0,0.0,2013-01-02,Casa Boa,2013-10-03,2013-10-10,7.0,1.0,0.0,2.0,14.0,mid,0.0,0.0,627.0,0.0,0.0,290.0,0.0,35.0,0.0,592.0,,60.0,,21.0,,942.0,888.6792452830189,53.32075471698113,,2013-01-02,235.5,2013-09-04,706.5,3.0,3.0
67,0.0,0.0,2013-01-02,Casa Boa,2013-03-26,2013-04-09,14.0,2.0,0.0,2.0,28.0,mid,0.0,0.0,627.0,0.0,100.0,0.0,0.0,60.0,0.0,1194.0,,60.0,,45.0,,1254.0,1183.0188679245284,70.9811320754717,,2013-01-02,313.5,2013-02-26,940.5,1.0,1.0
1,0.0,0.0,2012-12-22,Casa Boa,2012-12-22,2013-01-04,13.0,0.0,0.0,2.0,26.0,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,39.0,,,,,,2013-01-04,,,,5.0,4.0
160,0.0,1.0,2013-04-01,Casa Basta,2013-04-29,2013-05-06,7.0,1.0,0.0,0.0,0.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,627.0,0.0,0.0,,,,21.0,,0.0,0.0,0.0,,,0.0,2013-04-01,0.0,0.0,0.0
160,0.0,0.0,2013-01-07,Casa Boa and Casa Valorosa,2013-04-29,2013-05-06,7.0,1.0,0.0,2.0,14.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,313.5,0.0,313.5,,60.0,,,,373.5,352.35849056603774,21.141509433962263,,2013-01-07,373.5,2013-04-01,0.0,0.0,0.0
115,0.0,0.0,2013-01-22,Casa Marcanta,2013-08-14,2013-08-22,8.0,1.0,1.0,5.0,40.0,high,0.0,0.0,781.0,0.0,126.0,0.0,0.0,0.0,0.0,907.0,,60.0,,24.0,25.0,992.0,935.8490566037735,56.15094339622641,,2013-01-22,248.0,2013-07-15,744.0,2.0,3.0
164,0.0,0.0,2013-01-14,Casa Marcanta,2013-05-27,2013-06-03,7.0,1.0,0.0,2.0,14.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,,60.0,,,,687.0,648.1132075471697,38.886792452830186,,2013-01-14,171.75,2013-04-24,515.25,0.0,0.0
165,0.0,0.0,2013-04-11,Casa Boa,2013-04-11,2013-04-18,7.0,1.0,0.0,3.0,21.0,mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,3.0,3.0
1,0.0,0.0,2012-04-29,Casa Boa,2013-06-28,2013-07-20,22.0,3.0,1.0,2.0,44.0,high,0.0,0.0,781.0,0.0,126.0,0.0,0.1,247.0,0.0,2222.0,,60.0,,66.0,,2282.0,2152.830188679245,129.1698113207547,,2012-04-29,542.18,2013-05-24,1739.8200000000002,4.0,5.0
167,0.0,0.0,2013-01-23,Casa Valorosa,2013-07-27,2013-08-06,10.0,1.0,3.0,5.0,50.0,high,0.0,0.0,781.0,0.0,126.0,0.0,0.1,115.9,0.0,1043.1,,60.0,3.6,,25.0,1043.1,984.0566037735849,59.04339622641509,,2013-01-23,260.775,2013-07-02,782.32,5.0,1.0
168,0.0,0.0,2013-01-18,Casa Marcanta,2013-01-18,2013-01-21,3.0,0.0,3.0,3.0,9.0,low,0.0,0.0,0.0,0.0,79.0,0.0,0.1,23.7,0.0,213.3,,60.0,,,,273.3,257.8301886792453,15.469811320754717,,,,2013-01-21,273.3,4.0,0.0
166,0.0,0.0,2013-02-06,Casa Boa,2013-07-20,2013-08-10,21.0,0.0,21.0,5.0,105.0,high,0.0,0.0,0.0,0.0,90.2,0.0,0.0,0.0,0.0,1894.2,,60.0,,60.0,239.5,1894.2,1786.9811320754718,107.21886792452831,,2013-02-06,473.55,2013-06-21,1420.65,5.0,5.0
169,0.0,0.0,2013-01-30,Casa Marcanta,2013-09-17,2013-09-19,2.0,0.0,2.0,2.0,4.0,mid,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,132.0,,60.0,,,,132.0,124.52830188679245,7.471698113207546,,2013-01-30,33.0,2013-07-17,99.0,1.0,3.0
170,0.0,0.0,2013-02-09,Casa Valorosa,2013-07-19,2013-07-27,8.0,1.0,1.0,5.0,40.0,high,0.0,0.0,781.0,0.0,126.0,0.0,0.0,0.0,0.0,907.0,,60.0,,,,967.0,912.2641509433961,54.73584905660376,,2013-02-09,241.75,2013-06-20,725.25,4.0,5.0
171,0.0,0.0,2012-02-14,Casa Basta,2013-07-27,2013-08-03,7.0,1.0,0.0,4.0,28.0,high,0.0,0.0,1042.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.0,,60.0,,,,1102.0,1039.622641509434,62.37735849056604,,2012-02-14,275.5,2013-06-25,826.5,5.0,5.0
172,0.0,0.0,2013-02-14,Casa Boa,2013-10-10,2013-10-17,7.0,1.0,0.0,2.0,14.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,,60.0,,21.0,,687.0,648.1132075471697,38.886792452830186,,2013-02-14,171.75,2013-09-18,515.12,3.0,3.0
173,0.0,0.0,2013-05-22,Casa Boa,2013-05-22,2013-06-03,12.0,0.0,12.0,2.0,24.0,mid,0.0,0.0,0.0,0.0,79.8,0.0,0.0,0.0,0.0,957.5999999999999,,60.0,,33.0,,957.5999999999999,903.3962264150941,54.20377358490565,,,,2013-05-22,957.5999999999999,2.0,0.0
174,0.0,0.0,2013-02-19,Casa Boa,2013-02-22,2013-03-01,7.0,1.0,0.0,2.0,14.0,low,0.0,0.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,,60.0,,18.0,,577.0,544.3396226415094,32.660377358490564,,,,2013-02-19,577.0,4.0,4.0
175,0.0,0.0,2013-02-27,Casa Marcanta,2013-03-25,2013-04-05,11.0,1.0,4.0,2.0,22.0,mid,0.0,0.0,627.0,0.0,100.0,0.0,0.0,0.0,0.0,1027.0,,60.0,,,,1087.0,1025.4716981132076,61.528301886792455,,,,2013-02-27,1087.0,0.0,4.0
176,0.0,0.0,2013-07-05,Casa Valorosa,2013-07-05,2013-07-19,14.0,0.0,14.0,5.0,70.0,high,0.0,0.0,0.0,0.0,100.9,0.0,0.0,0.0,0.0,1412.6000000000001,,60.0,,42.0,,1412.6000000000001,1332.6415094339623,79.95849056603774,,,,2013-07-05,1412.6000000000001,4.0,4.0
177,0.0,0.0,2013-05-08,Casa Valorosa,2013-05-08,2013-05-22,14.0,0.0,14.0,2.0,28.0,mid,0.0,0.0,0.0,0.0,79.8,0.0,0.0,0.0,0.0,1117.2,,60.0,,,,1117.2,1053.9622641509434,63.2377358490566,,,,2013-05-10,1117.2,2.0,2.0
178,0.0,0.0,2013-03-12,Casa Marcanta,2013-05-04,2013-05-09,5.0,0.0,5.0,4.0,20.0,mid,0.0,0.0,0.0,0.0,100.0,0.0,0.1,50.0,0.0,450.0,,60.0,,,,510.0,481.13207547169804,28.86792452830188,,2013-03-12,127.5,2013-04-15,382.5,5.0,3.0
179,0.0,0.0,2013-04-17,Casa Marcanta,2013-05-09,2013-05-19,10.0,1.0,3.0,4.0,40.0,mid,0.0,0.0,627.0,0.0,100.0,0.0,0.0,387.0,0.0,540.0,,60.0,,27.0,,600.0,566.0377358490566,33.9622641509434,,,,2013-04-17,600.0,3.0,6.0
180,0.0,0.0,2013-04-04,Casa Boa,2013-04-18,2013-04-25,7.0,0.0,0.0,1.0,7.0,mid,0.0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,680.0,,,,,,680.0,641.5094339622642,38.49056603773585,,,,2013-04-04,680.0,3.0,3.0
181,0.0,0.0,2013-04-12,Casa Boa,2013-08-10,2013-08-17,7.0,1.0,0.0,4.0,28.0,high,0.0,0.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,781.0,,60.0,,21.0,,841.0,793.3962264150944,47.60377358490566,,2013-04-12,250.0,2013-07-03,591.0,5.0,5.0
162,0.0,0.0,2013-04-09,Casa Boa,2013-04-09,2013-04-10,1.0,0.0,1.0,0.0,0.0,mid,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.0,0.0,95.0,,,,,,95.0,89.62264150943396,5.377358490566038,,,,2013-04-10,95.0,1.0,2.0
182,0.0,0.0,2013-04-23,Casa Marcanta,2013-06-12,2013-06-23,11.0,1.0,4.0,4.0,44.0,mid,0.0,0.0,627.0,0.0,100.0,0.0,0.0,0.0,0.0,1027.0,,60.0,,,,1087.0,1025.4716981132076,61.528301886792455,,2013-04-23,271.75,2013-05-15,815.25,2.0,6.0
183,0.0,0.0,2013-04-26,Casa Valorosa,2013-06-17,2013-06-26,9.0,1.0,2.0,3.0,27.0,high/mid,0.0,0.0,627.0,0.0,126.0,0.0,0.0,0.0,0.0,879.0,,60.0,,27.0,,939.0,885.8490566037735,53.15094339622641,,2013-04-26,234.75,2013-05-16,704.25,0.0,2.0
184,0.0,0.0,2013-05-02,Casa Valorosa,2013-08-07,2013-08-21,14.0,2.0,0.0,3.0,42.0,high,0.0,0.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,1562.0,,60.0,,,,1622.0,1530.188679245283,91.81132075471699,,2013-05-02,405.5,2013-07-01,1216.5,2.0,2.0
185,0.0,0.0,2013-05-03,Casa Marcanta,2013-10-10,2013-10-17,7.0,1.0,0.0,2.0,14.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,,60.0,,,,687.0,648.1132075471697,38.886792452830186,,2013-05-03,171.75,2013-09-03,515.25,3.0,3.0
186,0.0,0.0,2013-05-06,Casa Basta,2013-07-20,2013-07-27,7.0,1.0,0.0,6.0,42.0,high,0.0,0.0,1042.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.0,,60.0,,21.0,,1102.0,1039.622641509434,62.37735849056604,,2013-05-06,275.5,2013-06-25,826.5,5.0,5.0
187,0.0,0.0,2013-05-10,Casa Basta,2013-08-09,2013-08-27,18.0,2.0,4.0,5.0,90.0,high,0.0,0.0,1042.0,0.0,164.0,0.0,0.0,150.0,0.0,2590.0,,60.0,,,,2650.0,2500.0,150.0,,2013-05-10,662.5,2013-07-12,1987.5,4.0,1.0
188,0.0,0.0,2013-05-07,Casa Basta,2013-05-10,2013-05-13,3.0,0.0,3.0,8.0,24.0,mid,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,381.0,,60.0,,,,441.0,416.03773584905656,24.962264150943394,,,,2013-05-07,441.0,4.0,0.0
189,0.0,0.0,2013-05-06,Casa Marcanta,2013-05-19,2013-05-26,7.0,1.0,0.0,2.0,14.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,,60.0,5.25,9.0,,687.0,648.1132075471697,38.886792452830186,,,,2013-05-06,687.0,6.0,6.0
190,0.0,0.0,2013-05-20,Casa Basta,2013-05-24,2013-06-02,9.0,1.0,2.0,2.0,18.0,mid,0.0,0.0,837.0,0.0,127.0,0.0,0.0,470.75,0.0,620.25,,60.0,,27.0,,680.25,641.7452830188679,38.50471698113207,,,,2013-05-20,680.25,4.0,6.0
191,0.0,0.0,2013-05-27,Casa Basta and Casa Marcanta,2013-08-03,2013-08-14,11.0,1.0,4.0,4.0,44.0,high,0.0,0.0,0.0,0.0,0.0,0.0,0.15,236.4,0.0,1339.6,,60.0,,33.0,,1399.6,1320.377358490566,79.22264150943396,,2013-05-27,349.9,2013-07-11,1049.6999999999998,5.0,2.0
192,0.0,0.0,2013-09-06,Casa Boa,2013-09-06,2013-09-27,21.0,0.0,21.0,2.0,42.0,high/mid,0.0,0.0,100.9,0.0,79.8,0.0,0.0,0.0,0.0,1696.9,,60.0,66.89999999999999,3.0,,1696.9,1600.8490566037735,96.05094339622642,,,,2013-09-06,1696.9,4.0,4.0
162,0.0,0.0,2013-06-07,Casa Boa,2013-11-07,2013-11-28,21.0,3.0,0.0,2.0,42.0,low,0.0,0.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,1551.0,,60.0,,64.0,,1611.0,1519.811320754717,91.18867924528301,,2013-06-07,402.75,2013-10-08,1208.25,3.0,3.0
193,0.0,0.0,2013-06-06,Casa Basta,2013-06-22,2013-06-29,7.0,1.0,0.0,5.0,35.0,high,0.0,0.0,1042.0,0.0,0.0,0.0,0.25,260.5,0.0,781.5,,60.0,,21.0,,841.5,793.867924528302,47.632075471698116,,,,2013-06-06,841.5,5.0,5.0
194,0.0,0.0,2013-06-25,Casa Basta,2013-07-10,2013-07-20,10.0,1.0,3.0,5.0,50.0,high,0.0,0.0,1042.0,0.0,164.0,0.0,0.0,0.0,0.0,1534.0,,60.0,,,,1594.0,1503.7735849056605,90.22641509433963,,,,2013-06-25,1594.0,2.0,5.0
195,0.0,0.0,2013-09-02,Casa Marcanta,2013-09-02,2013-09-16,14.0,0.0,14.0,3.0,42.0,high/mid,0.0,0.0,0.0,0.0,100.9,0.0,79.8,0.0,0.0,1243.8000000000002,,60.0,,,,1243.8000000000002,1173.3962264150944,70.40377358490566,,,,2013-09-02,1243.8000000000002,0.0,0.0
196,0.0,0.0,2013-08-19,Casa Boa,2013-08-19,2013-08-26,7.0,0.0,7.0,4.0,28.0,high,0.0,0.0,0.0,0.0,100.9,0.0,0.0,100.9,0.0,605.4000000000001,,60.0,,21.0,,605.4000000000001,571.1320754716982,34.26792452830189,,,,2013-08-19,605.4000000000001,0.0,0.0
197,0.0,0.0,2013-08-26,Casa Boa,2013-08-26,2013-09-02,7.0,0.0,7.0,3.0,21.0,high,0.0,0.0,0.0,0.0,100.9,0.0,0.0,100.9,0.0,605.4000000000001,,60.0,,21.0,,605.4000000000001,571.1320754716982,34.26792452830189,,,,2013-08-26,605.4000000000001,0.0,0.0
198,0.0,0.0,2013-08-28,Casa Valorosa,2013-08-28,2013-09-04,7.0,0.0,7.0,2.0,14.0,high,0.0,0.0,0.0,0.0,100.9,0.0,0.0,100.9,0.0,605.4000000000001,,60.0,,,,605.4000000000001,571.1320754716982,34.26792452830189,,,,2013-08-28,605.4000000000001,2.0,2.0
199,0.0,0.0,2013-08-15,Casa Valorosa,2013-09-16,2013-09-23,7.0,0.0,0.0,2.0,14.0,mid,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,167.58,,,,,,167.58,158.0943396226415,9.48566037735849,,,,2013-08-15,167.58,0.0,0.0
200,0.0,0.0,2013-08-29,Casa Marcanta,2013-10-03,2013-10-10,7.0,1.0,0.0,1.0,7.0,mid,0.0,0.0,313.5,0.0,0.0,366.5,0.0,78.38,0.0,235.12,,,,21.0,,601.62,567.5660377358491,34.05396226415095,,,,2013-08-29,601.62,3.0,3.0
180,0.0,0.0,2013-08-16,Casa Marcanta,2013-10-03,2013-10-10,7.0,1.0,0.0,1.0,7.0,mid,0.0,0.0,313.5,0.0,0.0,366.5,0.0,34.0,0.0,279.5,,,,,,646.0,609.433962264151,36.56603773584906,,2013-08-16,161.5,2013-08-30,484.5,3.0,3.0
201,0.0,0.0,2013-09-16,Casa Valorosa,2013-09-16,2013-09-23,7.0,0.0,7.0,2.0,14.0,mid,0.0,0.0,0.0,0.0,79.8,0.0,0.0,79.8,0.0,478.8,,60.0,,,,478.8,451.6981132075472,27.10188679245283,,,,2013-09-16,478.8,0.0,0.0
202,0.0,0.0,2013-12-04,Casa Marcanta,2013-12-04,2013-12-11,7.0,0.0,7.0,3.0,21.0,low,0.0,0.0,0.0,0.0,63.0,0.0,0.0,63.0,0.0,378.0,,60.0,,,,378.0,356.60377358490564,21.396226415094336,,,,2013-12-04,378.0,2.0,2.0
203,0.0,0.0,2013-10-01,Casa Marcanta,2013-11-17,2013-11-20,3.0,0.0,3.0,2.0,6.0,low,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,237.0,,60.0,,12.0,,297.0,280.188679245283,16.81132075471698,,2013-10-01,74.25,2013-10-21,222.75,6.0,2.0
204,0.0,0.0,2013-10-11,Casa Basta,2013-11-17,2013-11-24,7.0,1.0,0.0,2.0,14.0,low,0.0,0.0,517.0,0.0,0.0,0.0,0.0,129.25,0.0,387.75,,60.0,,28.0,,447.75,422.4056603773585,25.34433962264151,,,,2013-10-11,447.75,6.0,6.0
1,0.0,0.0,2013-11-25,Casa Boa,2013-12-21,2014-01-04,14.0,2.0,0.0,2.0,28.0,high/low,0.0,0.0,781.0,0.0,705.5714285714286,0.0,0.1,148.66,0.0,1337.9114285714284,,60.0,,,,1397.9114285714284,1318.7843665768191,79.12706199460915,,,,2013-11-25,1397.9114285714284,5.0,5.0
205,0.0,0.0,2013-11-06,Casa Boa,2014-04-26,2014-05-03,7.0,1.0,0.0,2.0,14.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,,60.0,,,,687.0,648.1132075471697,38.886792452830186,,2013-11-06,171.75,2014-03-29,515.25,5.0,5.0
206,0.0,0.0,2013-11-27,Casa Marcanta,2013-12-23,2013-12-30,7.0,1.0,0.0,4.0,28.0,high,0.0,0.0,781.0,0.0,0.0,0.0,0.25,195.25,0.0,585.75,,60.0,,,,645.75,609.1981132075472,36.55188679245283,,,,2013-11-27,645.75,0.0,0.0
207,0.0,0.0,2013-11-27,Casa Basta,2014-05-19,2014-05-27,8.0,1.0,1.0,3.0,24.0,mid,0.0,0.0,837.0,0.0,127.0,0.0,0.25,241.0,0.0,723.0,,60.0,,,,783.0,738.6792452830189,44.32075471698113,,2013-11-27,195.75,2014-04-21,587.25,0.0,1.0
161,0.0,0.0,2013-11-25,Casa Boa and Casa Marcanta,2014-05-22,2014-05-29,14.0,2.0,0.0,2.0,28.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,1254.0,,120.0,,,,1374.0,1296.2264150943395,77.77358490566037,,2013-11-25,343.5,2014-04-24,1030.5,3.0,3.0
208,0.0,0.0,2013-11-21,Casa Boa,2014-03-14,2014-03-21,7.0,1.0,0.0,3.0,21.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,,60.0,,,,687.0,648.1132075471697,38.886792452830186,,2013-11-21,171.75,2014-02-14,515.25,4.0,4.0
209,0.0,0.0,2013-11-26,Casa Boa,2013-11-28,2013-12-05,7.0,1.0,0.0,2.0,14.0,low,0.0,0.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,,60.0,,28.0,,577.0,544.3396226415094,32.660377358490564,,,,2013-11-26,577.0,3.0,3.0
162,0.0,0.0,2013-12-16,Casa Boa,2014-03-21,2014-04-11,21.0,3.0,0.0,2.0,42.0,mid,0.0,0.0,643.0,0.0,0.0,0.0,94.05000000000001,48.0,0.0,1786.95,,60.0,,,,1846.95,1742.4056603773586,104.54433962264152,,2013-12-16,461.7375,2014-02-21,1385.2125,4.0,4.0
206,0.0,0.0,2013-12-12,Casa Basta,2013-12-23,2013-12-30,7.0,1.0,0.0,0.0,0.0,high,0.0,0.0,1042.0,0.0,0.0,0.0,0.25,260.5,0.0,781.5,,60.0,,,,195.75,184.66981132075472,11.080188679245282,,,,2013-12-12,195.75,0.0,0.0
210,0.0,0.0,2013-12-11,Unknown,2014-04-17,2014-04-24,7.0,1.0,0.0,4.0,28.0,mid,0.0,0.0,2140.0,0.0,0.0,0.0,100.0,204.0,0.0,1836.0,,,,,,1836.0,1732.0754716981132,103.9245283018868,,2013-12-11,459.0,2014-03-20,1377.0,3.0,3.0
34,0.0,0.0,2013-12-30,Casa Boa,2014-03-05,2014-03-09,4.0,3.0,1.0,2.0,8.0,mid/low,0.0,0.0,81.0,0.0,103.0,0.0,0.0,9.0,0.0,337.0,,60.0,,,,397.0,374.52830188679246,22.471698113207548,,2013-12-30,99.25,2014-02-05,297.75,2.0,6.0
291,0.0,0.0,2013-11-06,Casa Boa,2014-04-26,2014-05-03,7.0,1.0,0.0,2.0,14.0,mid,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,,60.0,7.65,28.0,,687.0,648.1132075471697,38.886792452830186,,2013-11-06,171.75,2014-03-28,515.25,5.0,5.0
161,0.0,0.0,2013-11-25,Casa Boa and Casa Marcanta,2014-05-22,2014-05-29,7.0,2.0,0.0,2.0,14.0,mid,0.0,0.0,643.0,0.0,0.0,0.0,0.0,32.0,0.0,1254.0,,120.0,,56.0,,1374.0,1296.2264150943395,77.77358490566037,,2013-11-25,343.5,2014-04-22,1030.5,3.0,3.0
207,0.0,0.0,2013-11-27,Casa Basta,2014-05-19,2014-05-27,8.0,1.0,1.0,3.0,24.0,mid,0.0,0.0,837.0,0.0,127.0,0.0,0.0,241.0,0.0,723.0,,60.0,,28.0,,783.0,738.6792452830189,44.32075471698113,,2013-11-27,195.75,2014-04-21,587.25,0.0,1.0
208,0.0,0.0,2013-11-21,Casa Boa,2014-03-14,2014-03-21,7.0,1.0,0.0,3.0,21.0,mid,0.0,0.0,643.0,0.0,103.0,0.0,0.0,16.0,0.0,627.0,,60.0,,,,687.0,648.1132075471697,38.886792452830186,,2013-11-21,171.75,2014-02-10,515.25,4.0,4.0
162,0.0,0.0,2013-12-16,Casa Boa,2014-03-21,2014-04-11,21.0,3.0,0.0,2.0,42.0,mid,0.0,0.0,643.0,0.0,0.0,0.0,94.05000000000001,48.0,0.0,1786.95,,60.0,,84.0,,1846.95,1742.4056603773586,104.54433962264152,,2013-12-16,461.7375,2014-02-18,1385.2125,4.0,4.0
210,0.0,0.0,2013-12-11,Casa Basta,2014-04-17,2014-04-24,7.0,1.0,0.0,4.0,28.0,mid,0.0,0.0,0.0,0.0,0.0,2140.0,100.0,204.0,0.0,1936.0,,,,28.0,,-304.0,-286.79245283018867,-17.20754716981132,,2013-12-11,-76.0,2014-03-07,-228.0,3.0,3.0
34,0.0,0.0,2013-12-30,Casa Boa,2014-03-05,2014-03-09,4.0,3.0,1.0,2.0,8.0,mid/low,0.0,0.0,81.0,0.0,103.0,0.0,0.0,9.0,0.0,337.0,,60.0,,16.0,,397.0,374.52830188679246,22.471698113207548,,2013-12-30,99.25,2014-02-03,297.75,2.0,6.0
1,0.0,0.0,2013-12-21,Casa Boa,2013-12-21,2014-01-04,9.0,7.0,2.0,2.0,18.0,high/low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,48.0,,,,,,,,,,5.0,5.0
214,0.0,0.0,2014-01-10,Casa Marcanta,2014-07-24,2014-08-06,13.0,1.0,6.0,4.0,52.0,high,0.0,0.0,800.0,0.0,129.0,0.0,0.0,37.0,0.0,1537.0,,60.0,7.199999999999999,52.0,,1597.0,1506.6037735849056,90.39622641509433,,2014-01-10,399.25,2014-06-23,1197.75,3.0,2.0
1,0.0,0.0,2014-02-17,Casa Boa,2014-06-28,2014-07-20,22.0,3.0,1.0,2.0,44.0,high,0.0,0.0,800.0,0.0,129.0,0.0,246.9,60.0,0.0,2222.1,,60.0,76.64999999999999,88.0,,2282.1,2152.9245283018868,129.1754716981132,,2014-02-17,570.525,2014-05-26,1711.5749999999998,5.0,6.0
215,0.0,0.0,2014-01-10,Casa Boa,2014-09-30,2014-10-14,14.0,2.0,0.0,2.0,28.0,mid,0.0,0.0,643.0,0.0,0.0,785.0,78.5,408.5,0.0,799.0,,,,56.0,150.0,1734.0,1635.8490566037738,98.15094339622642,,2014-01-10,396.0,2014-09-02,1338.0,1.0,1.0
216,0.0,0.0,2014-05-21,Casa Valorosa,2014-05-21,2014-06-04,14.0,0.0,14.0,2.0,28.0,mid,0.0,0.0,0.0,0.0,79.8,0.0,0.0,0.0,0.0,1117.2,,60.0,,56.0,,1117.2,1053.9622641509434,63.2377358490566,,,0.0,2014-05-21,1117.2,2.0,2.0
81,0.0,0.0,2014-01-22,Casa Marcanta,2014-01-22,2014-01-28,6.0,0.0,0.0,4.0,24.0,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,2.0,1.0
217,0.0,0.0,2014-05-07,Casa Basta,2014-05-07,2014-05-14,7.0,1.0,0.0,6.0,42.0,mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,2.0,2.0
218,0.0,0.0,2014-02-03,Casa Marcanta,2014-06-03,2014-06-10,7.0,1.0,0.0,4.0,28.0,mid,0.0,0.0,643.0,0.0,0.0,0.0,0.0,12.0,0.0,631.0,,60.0,,28.0,,691.0,651.8867924528303,39.113207547169814,,2014-02-03,175.75,2014-05-02,515.25,1.0,1.0
219,0.0,0.0,2014-06-06,Casa Boa,2014-06-06,2014-06-13,7.0,0.0,7.0,4.0,28.0,mid,0.0,0.0,0.0,0.0,79.8,0.0,0.0,0.0,0.0,558.6,,60.0,,28.0,,558.6,526.9811320754717,31.6188679245283,,,,2014-06-06,558.6,4.0,4.0
220,0.0,0.0,2014-02-28,Casa Valorosa,2014-02-28,2014-03-07,7.0,1.0,6.0,3.0,21.0,mid/low,0.0,0.0,63.0,0.0,79.8,0.0,0.0,63.0,0.0,478.79999999999995,,60.0,,,,478.79999999999995,451.69811320754707,27.101886792452824,,,,2014-02-28,478.79999999999995,4.0,4.0
528,0.0,0.0,2014-06-10,Casa Valorosa,2014-06-10,2014-06-18,8.0,1.0,1.0,2.0,16.0,mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,1.0,2.0
222,0.0,0.0,2014-02-10,Casa Basta,2014-07-20,2014-07-30,10.0,1.0,3.0,6.0,60.0,high,0.0,0.0,1068.0,0.0,168.0,0.0,0.0,0.0,0.0,1572.0,,60.0,,20.0,25.0,1632.0,1539.622641509434,92.37735849056604,,2014-02-10,408.0,2014-06-30,1224.0,6.0,2.0
223,0.0,1.0,2014-02-21,Casa Marcanta,2014-04-02,2014-04-10,8.0,1.0,1.0,2.0,16.0,mid,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,103.0,,,,10.0,,103.0,97.16981132075472,5.830188679245283,,,,2014-02-21,103.0,2.0,3.0
224,0.0,0.0,2014-02-21,Casa Marcanta,2014-09-13,2014-09-20,7.0,1.0,0.0,2.0,14.0,mid,0.0,0.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,643.0,,60.0,,28.0,,703.0,663.2075471698113,39.79245283018867,,2014-02-21,175.75,2014-08-11,527.25,5.0,5.0
204,0.0,0.0,2014-03-04,Casa Basta,2014-09-23,2014-10-09,16.0,1.0,2.0,2.0,32.0,mid,0.0,0.0,858.0,0.0,130.0,385.2,286.0,351.0,0.0,1053.0,,,,36.0,,1438.2,1356.7924528301887,81.40754716981132,,2014-03-04,359.55,2014-08-28,1078.65,1.0,3.0
