client_id,ndc,lottery_winner,book_date,cottage,arrival,departure,days,weeks,extra_days,persons,total_days_person,season,nights_w,dayprice_w,weekprice_w,nights_d,dayprice_d,painting_week,discount,discount_euro,early_booking_discount,cottage_total,extra_bed,cleaning,phone,internet,other_charges,final_total,net,IVA 6%,IVA 23%,date_deposit_25_perct,deposit_25_perct,date_rest,rest_75_perct,arrival_week_day,departure_week_day
214,0.0,0.0,2016-12-12,Casa Marcanta,2017-07-12,2017-07-26,14.0,0.0,14.0,4.0,56.0,high,0.0,0.0,0.0,0.0,129.0,0.0,56.0,175.0,0.0,1575.0,,60.0,,,,1635.0,1542.4528301886792,92.54716981132074,,2016-12-12,408.75,2017-06-14,1226.25,2.0,2.0
382,0.0,0.0,2016-12-13,Casa Basta,2017-08-06,2017-08-20,14.0,0.0,14.0,5.0,70.0,high,0.0,0.0,0.0,0.0,180.0,0.0,0.0,70.0,0.0,2450.0,,60.0,,,,2510.0,2367.9245283018868,142.0754716981132,,2016-12-13,627.5,2017-07-09,1882.5,6.0,6.0
383,0.0,0.0,2016-12-16,Casa Boa,2017-08-14,2017-08-28,14.0,0.0,14.0,4.0,56.0,high,0.0,0.0,0.0,0.0,129.0,0.0,0.0,56.0,0.0,1750.0,,60.0,,,,1810.0,1707.5471698113208,102.45283018867924,,2016-12-16,452.5,2017-07-17,1357.5,0.0,0.0
376,0.0,0.0,2016-12-19,Casa Marcanta,2017-07-27,2017-08-10,14.0,0.0,14.0,0.0,0.0,high,0.0,0.0,0.0,0.0,129.0,0.0,0.0,56.0,0.0,1750.0,,60.0,,,,1810.0,1707.5471698113208,102.45283018867924,,2016-12-19,452.5,2017-07-13,1357.5,3.0,3.0
214,0.0,0.0,2016-12-12,Casa Marcanta,2017-07-12,2017-07-26,14.0,0.0,14.0,4.0,56.0,high,0.0,0.0,0.0,0.0,129.0,0.0,56.0,175.0,0.0,1575.0,,60.0,,,,1635.0,1542.4528301886792,92.54716981132074,,2016-12-12,408.75,2017-06-12,1226.25,2.0,2.0
1,0.0,0.0,2017-05-31,Casa Boa,2017-07-07,2017-07-28,21.0,0.0,21.0,2.0,42.0,high,0.0,0.0,0.0,0.0,129.0,0.0,84.0,262.5,0.0,2362.5,,60.0,,84.0,,2422.5,2285.377358490566,137.12264150943398,,,,2017-05-31,2422.5,4.0,4.0
376,0.0,0.0,2016-12-19,Casa Marcanta,2017-07-26,2017-08-09,14.0,0.0,14.0,5.0,70.0,high,0.0,0.0,0.0,0.0,129.0,0.0,0.0,56.0,0.0,1750.0,,60.0,,56.0,,1810.0,1707.5471698113208,102.45283018867924,,2016-12-19,452.5,2017-06-26,1357.5,2.0,2.0
369,0.0,0.0,2016-09-19,Casa Valorosa,2017-08-05,2017-08-12,7.0,0.0,7.0,5.0,35.0,high,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,875.0,,60.0,,28.0,25.0,960.0,905.6603773584906,54.33962264150943,,2016-09-19,218.75,2017-07-08,741.25,5.0,5.0
377,0.0,0.0,2016-09-19,Casa Boa,2017-08-01,2017-08-08,7.0,0.0,7.0,4.0,28.0,high,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,875.0,,60.0,,28.0,,935.0,882.0754716981131,52.92452830188679,,2016-09-19,233.75,2017-07-10,701.25,1.0,1.0
378,0.0,0.0,2016-09-20,Casa Valorosa,2017-07-24,2017-08-05,12.0,0.0,12.0,2.0,24.0,high,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,1500.0,,60.0,,48.0,,1560.0,1471.698113207547,88.30188679245282,,2016-09-20,390.0,2017-06-19,1170.0,0.0,5.0
379,0.0,0.0,2016-10-21,Casa Basta,2017-04-22,2017-04-29,7.0,0.0,7.0,6.0,42.0,mid,0.0,0.0,0.0,0.0,144.0,0.0,28.0,24.5,0.0,955.5,,60.0,,28.0,,1015.5,958.0188679245284,57.481132075471706,,2016-10-21,253.875,2017-04-03,761.62,5.0,5.0
380,0.0,0.0,2016-11-11,Casa Marcanta,2017-01-20,2017-01-23,3.0,0.0,3.0,3.0,9.0,low,0.0,0.0,0.0,0.0,82.0,0.0,0.0,24.6,0.0,221.4,,60.0,,,,281.4,265.47169811320754,15.928301886792452,,2016-11-11,70.35,2016-12-19,201.04999999999998,4.0,0.0
258,0.0,0.0,2017-02-23,Casa Valorosa,2017-06-01,2017-06-15,14.0,0.0,14.0,2.0,28.0,mid,0.0,0.0,0.0,0.0,105.0,0.0,0.0,42.0,0.0,1428.0,,60.0,,56.0,,1488.0,1403.7735849056605,84.22641509433963,,,,2017-02-23,1488.0,3.0,3.0
382,0.0,0.0,2016-12-13,Casa Basta,2017-08-06,2017-08-20,14.0,0.0,14.0,5.0,70.0,high,0.0,0.0,0.0,0.0,180.0,0.0,0.0,70.0,0.0,2450.0,,60.0,,56.0,,2510.0,2367.9245283018868,142.0754716981132,,2016-12-13,627.5,2017-07-19,1882.5,6.0,6.0
383,0.0,0.0,2016-12-16,Casa Boa,2017-08-14,2017-08-28,14.0,0.0,14.0,4.0,56.0,high,0.0,0.0,0.0,0.0,129.0,0.0,0.0,56.0,0.0,1750.0,,60.0,,56.0,,1810.0,1707.5471698113208,102.45283018867924,,2016-12-16,452.5,2017-07-12,1357.5,0.0,0.0
384,0.0,0.0,2017-04-16,Casa Boa,2017-04-23,2017-05-05,12.0,0.0,12.0,5.0,60.0,mid,0.0,0.0,0.0,0.0,85.0,0.0,0.0,85.0,0.0,935.0,,60.0,,48.0,,935.0,882.0754716981131,52.92452830188679,,2017-04-16,140.25,2017-06-04,794.75,6.0,4.0
385,0.0,0.0,2017-01-03,Casa Marcanta,2017-08-21,2017-08-28,7.0,0.0,7.0,4.0,28.0,high,0.0,0.0,0.0,0.0,129.0,0.0,0.0,28.0,0.0,875.0,,60.0,,,,935.0,882.0754716981131,52.92452830188679,,2017-01-03,233.75,2017-07-11,701.25,0.0,0.0
386,0.0,0.0,2017-01-05,Casa Marcanta,2017-04-13,2017-04-20,7.0,0.0,7.0,1.0,7.0,mid,0.0,0.0,0.0,0.0,0.0,732.0,0.0,18.0,0.0,714.0,,,,,,178.5,168.39622641509433,10.10377358490566,,2017-01-05,178.5,,,3.0,3.0
387,0.0,0.0,2017-08-14,Casa Valorosa,2017-08-21,2017-08-30,9.0,0.0,9.0,4.0,36.0,high,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,1008.0,,60.0,,36.0,,1008.0,950.9433962264151,57.056603773584904,,2017-08-14,151.2,2017-09-29,856.8,0.0,2.0
388,0.0,0.0,2017-04-17,Casa Marcanta,2017-04-24,2017-05-05,11.0,0.0,11.0,2.0,22.0,mid,0.0,0.0,0.0,0.0,85.0,0.0,0.0,85.0,0.0,850.0,,60.0,,,,850.0,801.8867924528302,48.11320754716981,,2017-04-17,127.5,2017-06-04,722.5,0.0,4.0
374,0.0,0.0,2016-12-26,Casa Marcanta,2016-12-26,2017-01-03,8.0,2.0,6.0,5.0,40.0,high/low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,32.0,,,,,,,,,,0.0,1.0
373,0.0,0.0,2016-12-28,Casa Valorosa,2016-12-28,2017-01-04,7.0,0.0,7.0,2.0,14.0,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,24.0,,,,,,,,,,2.0,2.0
1,0.0,0.0,2016-12-22,Casa Boa,2016-12-22,2017-01-05,14.0,4.0,10.0,2.0,28.0,high/low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,56.0,,,,,,,,,,3.0,3.0
389,0.0,0.0,2017-01-09,Casa Marcanta,2017-04-13,2017-04-20,7.0,0.0,7.0,1.0,7.0,mid,0.0,0.0,0.0,0.0,0.0,732.0,0.0,18.0,0.0,714.0,,,,,,714.0,673.5849056603773,40.41509433962264,,2017-01-09,178.5,2017-03-10,535.5,3.0,3.0
390,0.0,0.0,2017-04-20,Casa Marcanta,2017-04-20,2017-04-21,1.0,0.0,1.0,1.0,1.0,mid,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,,,,,,25.0,23.58490566037736,1.4150943396226414,,,,2017-04-21,25.0,3.0,4.0
391,0.0,0.0,2017-01-16,Casa Marcanta,2017-08-11,2017-08-21,10.0,0.0,10.0,4.0,40.0,high,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,1290.0,,60.0,,40.0,,1350.0,1273.5849056603774,76.41509433962264,,2017-01-16,337.5,2017-03-20,1012.5,4.0,0.0
392,0.0,0.0,2017-01-26,Casa Basta,2017-07-24,2017-07-31,7.0,0.0,7.0,4.0,28.0,high,0.0,0.0,0.0,0.0,180.0,0.0,0.0,126.0,0.0,1134.0,,60.0,,28.0,,1194.0,1126.4150943396226,67.58490566037734,,2017-01-26,298.5,2017-06-26,895.5,0.0,0.0
269,0.0,0.0,2017-01-18,Casa Marcanta,2017-04-14,2017-04-21,7.0,0.0,7.0,1.0,7.0,mid,0.0,0.0,0.0,0.0,0.0,732.0,0.0,18.0,0.0,714.0,,,,,,714.0,673.5849056603773,40.41509433962264,,2017-01-18,178.5,2017-03-20,535.5,4.0,4.0
394,0.0,0.0,2017-01-23,Casarão Novo,2017-07-23,2017-08-06,14.0,0.0,14.0,4.0,56.0,high,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,2800.0,,60.0,,56.0,,2860.0,2698.11320754717,161.8867924528302,,2017-01-23,715.0,2017-06-20,2145.0,6.0,6.0
395,0.0,0.0,2017-01-26,Casa Boa,2017-04-12,2017-04-23,11.0,0.0,11.0,2.0,22.0,mid,0.0,0.0,0.0,0.0,0.0,1464.0,0.0,36.0,0.0,1428.0,,,,,200.0,1628.0,1535.8490566037735,92.15094339622641,,2017-01-26,407.0,2017-03-03,1221.0,2.0,6.0
396,0.0,0.0,2017-01-25,Casa Boa and Casa Valorosa,2017-08-08,2017-08-18,10.0,0.0,10.0,5.0,50.0,high,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,1290.0,,60.0,,40.0,,1350.0,1273.5849056603774,76.41509433962264,,2017-01-25,337.5,2017-06-19,1012.5,1.0,4.0
397,0.0,0.0,2017-04-22,Casa Valorosa,2017-04-29,2017-05-06,7.0,0.0,7.0,2.0,14.0,mid,0.0,0.0,0.0,0.0,85.0,0.0,0.0,85.0,0.0,510.0,,60.0,,4.0,,510.0,481.13207547169804,28.86792452830188,,2017-04-22,76.5,2017-06-05,433.5,5.0,5.0
398,0.0,0.0,2017-02-02,Casa Boa,2017-10-05,2017-10-12,7.0,0.0,7.0,1.0,7.0,mid,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,350.0,,,,,,350.0,330.188679245283,19.81132075471698,,2017-02-02,87.5,2017-09-15,262.5,3.0,3.0
399,0.0,0.0,2017-02-07,Casa Boa,2017-10-05,2017-10-12,7.0,0.0,7.0,1.0,7.0,mid,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,350.0,,,,,,350.0,330.188679245283,19.81132075471698,,2017-02-07,87.5,2017-09-15,262.5,3.0,3.0
400,0.0,0.0,2017-03-28,Casa Boa,2017-10-05,2017-10-12,7.0,0.0,7.0,1.0,7.0,mid,0.0,0.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,495.0,,,,,,495.0,466.9811320754717,28.0188679245283,,2017-03-28,123.75,2017-09-18,371.25,3.0,3.0
401,0.0,0.0,2017-02-13,Casa Marcanta,2017-10-05,2017-10-12,7.0,0.0,7.0,1.0,7.0,mid,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,650.0,,,,,,162.5,153.30188679245282,9.198113207547168,,2017-02-13,162.5,,,3.0,3.0
402,0.0,0.0,2017-02-06,Casa Marcanta,2017-10-05,2017-10-12,7.0,0.0,7.0,1.0,7.0,mid,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,650.0,,,,,,650.0,613.2075471698113,36.79245283018867,,2017-02-06,162.5,2017-09-18,487.5,3.0,3.0
403,0.0,0.0,2017-02-02,Casa Basta,2017-10-05,2017-10-12,7.0,0.0,7.0,1.0,7.0,mid,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,350.0,,,,,,350.0,330.188679245283,19.81132075471698,,,,2017-02-02,350.0,3.0,3.0
404,0.0,0.0,2017-02-07,Casa Basta,2017-10-05,2017-10-12,7.0,0.0,7.0,1.0,7.0,mid,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,650.0,,,,,50.0,650.0,613.2075471698113,36.79245283018867,,2017-02-07,175.0,2017-02-07,475.0,3.0,3.0
405,0.0,0.0,2017-02-03,Casa Boa,2017-02-06,2017-02-10,4.0,0.0,4.0,2.0,8.0,low,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,328.0,,60.0,,16.0,,388.0,366.0377358490566,21.962264150943398,,,,2017-02-03,388.0,0.0,4.0
252,0.0,0.0,2017-02-08,Casa Marcanta,2017-06-22,2017-06-29,7.0,0.0,7.0,3.0,21.0,high,0.0,0.0,0.0,0.0,129.0,0.0,0.0,225.75,0.0,677.25,,60.0,,28.0,,737.25,695.5188679245283,41.7311320754717,,2017-02-08,184.3125,2017-05-19,552.9375,3.0,3.0
407,0.0,0.0,2017-02-07,Casa Marcanta,2017-07-03,2017-07-11,8.0,0.0,8.0,4.0,32.0,high,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,1032.0,,60.0,,40.0,,1092.0,1030.188679245283,61.81132075471698,,2017-02-07,273.0,2017-05-18,819.0,0.0,1.0
408,0.0,0.0,2017-02-08,Casa Boa,2017-09-20,2017-10-03,13.0,0.0,13.0,2.0,26.0,mid,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,1365.0,,60.0,,,,1425.0,1344.3396226415095,80.66037735849056,,2017-02-08,360.0,2017-08-23,1065.0,2.0,1.0
409,0.0,0.0,2017-07-05,Casa Basta,2017-07-12,2017-07-24,12.0,0.0,12.0,4.0,48.0,high,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,1848.0,,60.0,,48.0,,1848.0,1743.3962264150941,104.60377358490564,,2017-07-05,277.2,2017-08-23,1570.8,2.0,0.0
204,0.0,0.0,2017-02-20,Casa Boa,2017-03-11,2017-03-19,8.0,0.0,8.0,2.0,16.0,mid,0.0,0.0,0.0,0.0,105.0,0.0,0.0,210.0,0.0,630.0,,60.0,,40.0,,690.0,650.9433962264151,39.056603773584904,,,,2017-02-20,690.0,5.0,6.0
411,0.0,1.0,2017-02-20,Casa Valorosa,2017-06-18,2017-06-25,7.0,0.0,7.0,3.0,21.0,high,0.0,0.0,0.0,0.0,129.0,0.0,0.0,735.0,0.0,168.0,,0.0,,,,168.0,158.49056603773585,9.50943396226415,,,,2017-02-20,168.0,6.0,6.0
412,0.0,0.0,2017-02-21,Casarão Novo,2017-08-12,2017-08-19,7.0,0.0,7.0,4.0,28.0,high,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,1400.0,,60.0,,28.0,,1460.0,1377.3584905660377,82.64150943396226,,2017-02-21,365.0,2017-07-15,1095.0,5.0,5.0
413,0.0,0.0,2017-03-06,Casa Basta,2017-05-06,2017-05-20,14.0,0.0,14.0,6.0,84.0,mid,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,2016.0,,60.0,,56.0,,2076.0,1958.4905660377358,117.50943396226414,,2017-03-06,519.0,2017-04-03,1557.0,5.0,5.0
414,0.0,0.0,2017-02-22,Casa Boa,2017-07-28,2017-08-01,4.0,0.0,4.0,6.0,24.0,high,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,516.0,,60.0,,16.0,,576.0,543.3962264150944,32.60377358490566,,2017-02-22,144.0,2017-06-28,432.0,4.0,1.0
415,0.0,0.0,2017-05-26,Casa Boa,2017-06-02,2017-06-16,14.0,0.0,14.0,2.0,28.0,mid,0.0,0.0,0.0,0.0,85.0,0.0,0.0,170.0,0.0,1020.0,,60.0,,56.0,,1020.0,962.2641509433961,57.73584905660376,,2017-05-26,153.0,2017-07-16,867.0,4.0,4.0
261,0.0,1.0,2017-05-13,Casa Boa,2017-05-13,2017-05-20,7.0,0.0,7.0,2.0,14.0,mid,0.0,0.0,0.0,0.0,105.0,0.0,0.0,735.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,5.0,5.0
417,0.0,0.0,2017-03-10,Casa Boa,2017-06-16,2017-06-26,10.0,1.0,9.0,3.0,30.0,high/mid,0.0,0.0,105.0,0.0,129.0,0.0,0.0,0.0,0.0,1266.0,,60.0,,40.0,,1326.0,1250.943396226415,75.0566037735849,,2017-03-10,331.5,2017-03-22,994.5,4.0,0.0
418,0.0,0.0,2017-03-22,Casa Valorosa,2017-09-02,2017-09-06,4.0,0.0,4.0,2.0,8.0,high,0.0,0.0,0.0,0.0,129.0,0.0,0.0,51.6,0.0,464.4,,60.0,,,,524.4,494.71698113207543,29.683018867924524,,2017-03-22,131.1,2017-08-15,393.29999999999995,5.0,2.0
419,0.0,0.0,2017-03-20,Casa Valorosa,2017-05-18,2017-05-22,4.0,0.0,4.0,2.0,8.0,mid,0.0,0.0,0.0,0.0,105.0,0.0,0.0,63.0,0.0,357.0,,60.0,,,,417.0,393.39622641509436,23.60377358490566,,2017-03-20,104.25,2017-05-05,312.75,3.0,0.0
420,0.0,0.0,2017-03-23,Casa Marcanta,2017-05-27,2017-06-03,7.0,0.0,7.0,2.0,14.0,mid,0.0,0.0,0.0,0.0,105.0,0.0,0.0,110.25,0.0,624.75,,60.0,,28.0,,624.75,589.3867924528303,35.363207547169814,,2017-03-23,156.1875,2017-05-12,468.5625,5.0,5.0
421,0.0,0.0,2017-04-03,Casa Marcanta,2017-06-03,2017-06-10,7.0,0.0,7.0,2.0,14.0,mid,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,735.0,,60.0,,,,795.0,750.0,45.0,,2017-04-03,198.75,2017-04-30,596.25,5.0,5.0
422,0.0,0.0,2017-04-03,Casa Basta,2017-05-27,2017-06-04,8.0,0.0,8.0,4.0,32.0,mid,0.0,0.0,0.0,0.0,144.0,0.0,0.0,115.2,0.0,1036.8,,60.0,,32.0,,1096.8,1034.7169811320755,62.08301886792453,,2017-04-03,274.2,2017-05-02,822.5999999999999,5.0,6.0
423,0.0,0.0,2017-04-05,Casa Valorosa,2017-07-08,2017-07-15,7.0,0.0,7.0,4.0,28.0,high,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,903.0,,60.0,,24.0,,963.0,908.4905660377359,54.509433962264154,,2017-04-05,240.75,2017-05-29,722.25,5.0,5.0
424,0.0,0.0,2017-04-18,Casa Marcanta,2017-06-13,2017-06-19,6.0,4.0,2.0,4.0,24.0,high/mid,0.0,0.0,105.0,0.0,129.0,0.0,0.0,169.5,0.0,508.5,,60.0,,,,568.5,536.3207547169811,32.179245283018865,,,,2017-04-18,568.5,1.0,0.0
425,0.0,0.0,2017-04-29,Casa Basta,2017-04-29,2017-05-05,6.0,0.0,6.0,6.0,36.0,mid,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,696.0,,60.0,,24.0,,696.0,656.6037735849056,39.39622641509434,,,,2017-06-04,696.0,5.0,4.0
426,0.0,0.0,2017-05-08,Casa Basta,2017-06-21,2017-06-28,7.0,0.0,7.0,2.0,14.0,high,0.0,0.0,0.0,0.0,180.0,0.0,0.0,189.0,0.0,1071.0,,60.0,,28.0,,1131.0,1066.9811320754716,64.0188679245283,,2017-05-08,282.75,2017-05-24,848.25,2.0,2.0
427,0.0,0.0,2017-05-10,Casarão Novo,2017-08-06,2017-08-12,6.0,0.0,6.0,4.0,24.0,high,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,1200.0,,60.0,,24.0,,1260.0,1188.6792452830189,71.32075471698113,,2017-05-10,315.0,2017-07-14,945.0,6.0,5.0
428,0.0,0.0,2017-05-23,Casa Basta,2017-07-01,2017-07-08,7.0,0.0,7.0,6.0,42.0,high,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,1260.0,,60.0,,,,1320.0,1245.2830188679245,74.71698113207547,,2017-05-23,330.0,2017-06-03,990.0,5.0,5.0
429,0.0,0.0,2017-05-30,Casa Marcanta,2017-08-29,2017-09-05,7.0,0.0,7.0,4.0,28.0,high,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,903.0,,60.0,,28.0,,963.0,908.4905660377359,54.509433962264154,,2017-05-30,240.75,2017-08-01,722.25,1.0,1.0
430,0.0,0.0,2017-08-25,Casa Boa,2017-09-01,2017-09-16,15.0,1.0,14.0,2.0,30.0,high/mid,0.0,0.0,112.0,0.0,85.0,0.0,0.0,0.0,0.0,1302.0,,60.0,,60.0,,1302.0,1228.301886792453,73.69811320754717,,2017-08-25,195.29999999999998,2017-10-16,1106.7,4.0,5.0
431,0.0,0.0,2017-05-29,Casa Basta,2017-07-31,2017-08-06,6.0,0.0,6.0,2.0,12.0,high,0.0,0.0,0.0,0.0,180.0,0.0,0.0,108.0,0.0,972.0,,60.0,,24.0,,1032.0,973.5849056603774,58.41509433962264,,2017-05-29,258.0,2017-07-07,774.0,0.0,6.0
432,0.0,0.0,2017-06-09,Casa Basta,2017-06-09,2017-06-12,3.0,0.0,3.0,1.0,3.0,mid,0.0,0.0,0.0,0.0,144.0,0.0,0.0,195.75,0.0,236.25,,60.0,,,,296.25,279.4811320754717,16.7688679245283,,,,2017-06-19,296.25,4.0,0.0
433,0.0,0.0,2017-06-19,Casa Boa,2017-06-26,2017-07-05,9.0,0.0,9.0,2.0,18.0,high,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,1008.0,,60.0,,36.0,,1008.0,950.9433962264151,57.056603773584904,,2017-06-19,151.2,2017-08-04,856.8,0.0,2.0
428,0.0,0.0,2017-06-30,Casa Basta,2017-07-08,2017-07-11,3.0,0.0,3.0,6.0,18.0,high,0.0,0.0,0.0,0.0,180.0,0.0,0.0,54.0,0.0,486.0,,,,32.0,,486.0,458.4905660377358,27.509433962264147,,,,2017-06-30,486.0,5.0,1.0
434,0.0,0.0,2017-06-19,Casa Valorosa,2017-06-26,2017-07-03,7.0,0.0,7.0,3.0,21.0,high,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,784.0,,60.0,,,,784.0,739.622641509434,44.37735849056604,,2017-06-19,117.6,2017-08-02,666.4,0.0,0.0
66,0.0,0.0,2017-06-29,Casa Boa,2017-10-19,2017-10-27,8.0,0.0,8.0,2.0,16.0,mid,0.0,0.0,0.0,0.0,105.0,0.0,0.0,84.0,0.0,756.0,,60.0,,32.0,,816.0,769.811320754717,46.18867924528302,,2017-06-29,204.0,2017-09-21,612.0,3.0,4.0
435,0.0,0.0,2017-07-04,Casa Basta,2017-08-20,2017-08-27,7.0,0.0,7.0,5.0,35.0,high,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,1260.0,,60.0,,24.0,,1320.0,1245.2830188679245,74.71698113207547,,2017-07-04,330.0,2017-07-23,990.0,6.0,6.0
436,0.0,0.0,2017-09-13,Casa Valorosa,2017-09-20,2017-09-27,7.0,0.0,7.0,2.0,14.0,mid,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,595.0,,60.0,,,,595.0,561.3207547169811,33.679245283018865,,2017-09-13,89.25,2017-10-20,505.75,2.0,2.0
1,0.0,0.0,2017-11-27,Casa Boa,2017-12-20,2018-01-04,15.0,5.0,10.0,2.0,30.0,high/low,0.0,0.0,82.0,0.0,129.0,0.0,0.0,340.0,0.0,1360.0,,60.0,,,,1420.0,1339.622641509434,80.37735849056604,,,,2017-11-27,1420.0,2.0,3.0
437,0.0,0.0,2017-08-28,Casa Basta,2017-09-04,2017-09-18,14.0,0.0,14.0,2.0,28.0,mid,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,1624.0,,60.0,,28.0,,1624.0,1532.0754716981132,91.9245283018868,,2017-08-28,243.6,2017-10-18,1380.4,0.0,0.0
438,0.0,0.0,2017-10-06,Casa Valorosa,2017-10-13,2017-10-20,7.0,0.0,7.0,2.0,14.0,mid,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,595.0,,60.0,,28.0,,595.0,561.3207547169811,33.679245283018865,,2017-10-06,89.25,2017-11-27,505.75,4.0,4.0
439,0.0,0.0,2017-08-25,Casa Valorosa,2017-09-27,2017-10-03,6.0,0.0,6.0,2.0,12.0,mid,0.0,0.0,0.0,0.0,105.0,0.0,0.0,94.5,0.0,535.5,,60.0,,,,595.5,561.7924528301887,33.70754716981132,,,,2017-08-25,595.5,2.0,1.0
440,0.0,0.0,2017-08-28,Casa Marcanta,2017-09-06,2017-09-12,6.0,3.0,3.0,2.0,12.0,high/mid,0.0,0.0,129.0,0.0,105.0,0.0,0.0,0.0,0.0,702.0,,60.0,,24.0,,762.0,718.867924528302,43.132075471698116,,,,2017-08-28,762.0,2.0,1.0
441,0.0,0.0,2017-09-04,Casa Valorosa,2017-09-15,2017-09-19,4.0,0.0,4.0,2.0,8.0,mid,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,420.0,,60.0,,,,480.0,452.8301886792453,27.169811320754715,,,,2017-09-04,480.0,4.0,1.0
442,0.0,0.0,2017-09-01,Casa Valorosa,2017-09-08,2017-09-18,10.0,0.0,10.0,2.0,20.0,mid,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,850.0,,60.0,,40.0,,850.0,801.8867924528302,48.11320754716981,,2017-09-01,127.5,2017-10-18,722.5,4.0,0.0
443,0.0,0.0,2017-09-08,Casa Marcanta,2017-09-23,2017-09-27,4.0,0.0,4.0,2.0,8.0,mid,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,420.0,,60.0,,16.0,,480.0,452.8301886792453,27.169811320754715,,,,2017-09-08,480.0,5.0,2.0
204,0.0,0.0,2017-09-18,Casa Basta,2017-11-03,2017-11-25,22.0,0.0,22.0,2.0,44.0,low,0.0,0.0,0.0,0.0,108.0,0.0,816.0,405.0,0.0,1155.0,,60.0,,,,1215.0,1146.2264150943395,68.77358490566037,,2017-09-18,303.75,2017-10-13,911.25,4.0,5.0
444,0.0,0.0,2017-09-28,Casa Marcanta,2018-01-01,2018-01-06,5.0,0.0,5.0,3.0,15.0,low,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,420.0,,60.0,,,,480.0,452.8301886792453,27.169811320754715,,2017-09-28,120.0,2017-12-09,360.0,0.0,5.0
445,0.0,0.0,2017-09-25,Casa Marcanta,2017-10-02,2017-10-09,7.0,0.0,7.0,2.0,14.0,mid,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,595.0,,60.0,,24.0,,595.0,561.3207547169811,33.679245283018865,,2017-09-25,89.25,2017-11-08,505.75,0.0,0.0
295,0.0,0.0,2017-10-02,Casa Valorosa,2018-07-25,2018-08-15,21.0,0.0,21.0,4.0,84.0,high,0.0,0.0,0.0,0.0,133.0,0.0,0.0,84.0,0.0,2709.0,,60.0,,,,2769.0,2612.264150943396,156.73584905660377,,2017-10-02,692.95,2018-06-27,2076.05,2.0,2.0
389,0.0,0.0,2017-10-09,Unknown,2018-04-15,2018-04-24,9.0,0.0,7.0,0.0,0.0,mid,0.0,0.0,0.0,0.0,0.0,750.0,0.0,15.0,0.0,735.0,,,,,75.0,810.0,764.1509433962265,45.84905660377358,,2017-10-09,187.5,2018-03-18,622.5,6.0,1.0
